C.D.S.  -  SIMBAD4 rel 1.207  -  2013.07.31CEST05:25:05

children of 'M  45'
-------------------

Number of objects : 3279

 #  	dist(asec)	prob. 	     link ref      	     link      	Mag B 	Mag V 	Mag I 
    	          	member	                   	    comment    	      	      	      
2079	  24889.20	     0	2010MNRAS.408..475H	B              	10.31 	 9.63 	     ~
2080	  10383.91	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2081	   7179.51	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2082	   5937.80	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2083	  14616.61	     0	2010MNRAS.408..475H	B              	13.08 	12.83 	     ~
2084	   7324.37	   100	2007ApJS..172..663S	B              	12.72 	11.74 	     ~
2085	  32332.75	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2086	  30261.72	     0	2010MNRAS.408..475H	B              	11.61 	10.87 	     ~
2087	  20300.96	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2088	  13568.48	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2089	  13432.60	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2090	  29797.97	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2091	   7573.04	     0	2010MNRAS.408..475H	B              	 9.97 	 9.65 	     ~
2092	  28433.89	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2093	  13442.95	     0	2010MNRAS.408..475H	B              	11.44 	11.21 	     ~
2094	   6324.80	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2095	  18397.26	     0	2010MNRAS.408..475H	B              	     ~	13.640	     ~
2096	  15911.46	   100	2007ApJS..172..663S	B              	10.89 	10.36 	     ~
2097	   3894.07	   100	2007ApJS..172..663S	B              	     ~	18.70 	15.20 
2098	  20368.19	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2099	  12897.86	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2100	  23518.68	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2101	   4312.42	   100	2007ApJS..172..663S	B              	     ~	     ~	15.96 
2102	  11919.68	   100	2007ApJS..172..663S	B              	     ~	     ~	14.56 
2103	  12839.07	   100	2007ApJS..172..663S	B              	     ~	     ~	15.48 
2104	  23197.85	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2105	   2014.07	   100	2007ApJS..172..663S	B              	     ~	19.30 	15.60 
2106	  22630.92	     0	2010MNRAS.408..475H	B              	11.26 	10.46 	     ~
2107	   2997.53	   100	2010MNRAS.408..475H	B              	17.78 	16.10 	     ~
2108	   5514.63	   100	2007ApJS..172..663S	B              	11.49 	10.73 	     ~
2109	   8190.11	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2110	  15975.17	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2111	   3527.32	   100	2007ApJS..172..663S	B              	 9.33 	 9.01 	 8.37 
2112	   1360.20	   100	2007ApJS..172..663S	B              	15.74 	14.27 	12.51 
2113	   1308.00	   100	2007ApJS..172..663S	B              	     ~	     ~	15.21 
2114	  13439.60	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2115	   8832.65	   100	2007ApJS..172..663S	B              	     ~	17.70 	14.80 
2116	   3657.05	   100	2007ApJS..172..663S	B              	13.8  	16.05 	13.51 
2117	   2037.16	   100	2007ApJS..172..663S	B              	11.01 	10.38 	 9.69 
2118	  23422.31	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2119	   5870.65	   100	2007ApJS..172..663S	B              	     ~	17.40 	14.70 
2120	  16398.20	     0	2010MNRAS.408..475H	B              	12.86 	12.66 	     ~
2121	  24793.65	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2122	   5234.47	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2123	  29265.74	     0	2010MNRAS.408..475H	B              	11.81 	11.38 	     ~
2124	  14397.49	   100	2007ApJS..172..663S	B              	     ~	     ~	12.31 
2125	  21010.11	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2126	  15519.84	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2127	  25731.90	     0	2010MNRAS.408..475H	B              	12.86 	12.35 	     ~
2128	  34294.89	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2129	   7543.15	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2130	   6660.37	   100	2007ApJS..172..663S	B              	     ~	19.40 	15.80 
2131	  16049.71	   100	2007ApJS..172..663S	B              	     ~	     ~	12.24 
2132	   8857.06	   100	2007ApJS..172..663S	B              	     ~	18.60 	15.20 
2133	   9525.63	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2134	   3301.66	   100	2007ApJS..172..663S	B              	11.9  	11.2  	10.33 
2135	  34113.04	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2136	  17749.19	   100	2007ApJS..172..663S	B              	     ~	     ~	12.12 
2137	   7729.36	   100	2007ApJS..172..663S	B              	     ~	17.80 	14.80 
2138	   4052.26	   100	2007ApJS..172..663S	B              	     ~	18.73 	15.68 
2139	   6604.72	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2140	  13185.14	     0	2010MNRAS.408..475H	B              	12.44 	12.38 	     ~
2141	   5575.14	     0	2010MNRAS.408..475H	B              	12.27 	10.68 	     ~
2142	   9904.36	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2143	   8750.64	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2144	  16545.30	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2145	  20446.89	     0	2010MNRAS.408..475H	B              	12.05 	11.58 	     ~
2146	  12661.78	   100	2007ApJS..172..663S	B              	     ~	     ~	14.71 
2147	   7097.81	     0	2010MNRAS.408..475H	B              	13.70 	     ~	     ~
2148	   3633.06	     0	2010MNRAS.408..475H	B              	12.64 	11.98 	     ~
2149	  15030.36	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2150	  24635.79	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2151	   6965.24	   100	2007ApJS..172..663S	B              	     ~	20.40 	16.00 
2152	   9033.25	   100	2007ApJS..172..663S	B              	12.06 	11.29 	     ~
2153	   5553.25	   100	2007ApJS..172..663S	B              	     ~	     ~	16.81 
2154	   4228.48	   100	2010MNRAS.408..475H	B              	     ~	15.17 	12.87 
2155	   5940.92	   100	2007ApJS..172..663S	B              	13.50 	17.58 	14.47 
2156	  19290.89	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2157	  12797.44	   100	2007ApJS..172..663S	B              	     ~	     ~	16.57 
2158	  11128.77	   100	2007ApJS..172..663S	B              	     ~	     ~	15.13 
2159	   5158.88	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2160	  11798.00	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2161	   6149.37	   100	2007ApJS..172..663S	B              	19.0  	     ~	14.57 
2162	   3575.14	   100	2007ApJS..172..663S	B              	17.72 	16.15 	13.59 
2163	   7687.37	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2164	  13834.16	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2165	   2770.50	   100	2007ApJS..172..663S	B              	     ~	18.78 	15.31 
2166	   5437.83	   100	2010MNRAS.408..475H	B              	     ~	16.04 	13.67 
2167	   4885.28	   100	2010MNRAS.408..475H	B              	10.18 	 9.62 	     ~
2168	   4227.02	   100	2007ApJS..172..663S	B              	15.3  	     ~	13.43 
2169	  10932.24	   100	2007ApJS..172..663S	B              	     ~	     ~	14.31 
2170	  10743.88	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2171	   4697.44	   100	2007ApJS..172..663S	B              	     ~	18.90 	15.60 
2172	  21157.34	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2173	  20891.80	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2174	  25016.41	     0	2010MNRAS.408..475H	B              	12.35 	12.25 	     ~
2175	  24074.98	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2176	   4375.18	   100	2007ApJS..172..663S	B              	     ~	     ~	15.36 
2177	   6240.42	   100	2010MNRAS.408..475H	B              	     ~	     ~	11.16 
2178	  12237.79	   100	2010MNRAS.408..475H	B              	11.17 	10.37 	     ~
2179	   6348.69	   100	2010MNRAS.408..475H	B              	16.76 	15.27 	12.86 
2180	  25652.21	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2181	   3877.93	   100	2007ApJS..172..663S	B              	     ~	14.67 	13.07 
2182	  23670.41	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2183	   3126.44	   100	2007ApJS..172..663S	B              	     ~	19.50 	15.90 
2184	   3026.81	   100	2007ApJS..172..663S	B              	14.34 	13.14 	11.98 
2185	  16403.43	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2186	  21145.63	     0	2010MNRAS.408..475H	B              	12.52 	12.24 	     ~
2187	   2142.61	   100	2001A&A...373..159C	B              	 9.49 	 9.06 	     ~
2188	   5153.04	   100	2007ApJS..172..663S	B              	     ~	19.70 	15.90 
2189	  18368.10	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2190	  20832.57	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2191	   9013.61	   100	2007ApJS..172..663S	B              	12.92 	12.02 	     ~
2192	   2052.54	   100	2007ApJS..172..663S	B              	 8.15 	 8.01 	 7.79 
2193	   5631.36	   100	2007ApJS..172..663S	B              	     ~	     ~	17.41 
2194	  21626.25	     0	2010MNRAS.408..475H	B              	12.07 	12.00 	     ~
2195	  13539.70	   100	2007ApJS..172..663S	B              	12.14 	11.44 	     ~
2196	  13369.74	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2197	  21168.23	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2198	  22558.11	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2199	   3868.23	   100	2007ApJS..172..663S	B              	     ~	     ~	16.91 
2200	   6170.64	   100	2007ApJS..172..663S	B              	     ~	     ~	16.22 
2201	  17933.78	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2202	  17934.29	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2203	   1539.55	   100	2007ApJS..172..663S	B              	     ~	18.40 	15.26 
2204	  13360.42	   100	2007ApJS..172..663S	B              	     ~	     ~	16.52 
2205	  23525.00	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2206	  33159.90	     0	2010MNRAS.408..475H	B              	11.69 	11.01 	     ~
2207	  19294.17	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2208	   2621.92	   100	2001A&A...373..159C	B              	10.19 	 9.55 	     ~
2209	   7684.62	     0	2010MNRAS.408..475H	B              	10    	     ~	     ~
2210	   2765.31	   100	2001A&A...373..159C	B              	12.33 	11.49 	10.63 
2211	  10169.47	   100	2007ApJS..172..663S	B              	 9.67 	 9.18 	 8.4  
2212	  10105.14	   100	2007ApJS..172..663S	B              	     ~	     ~	13.60 
2213	   4382.97	   100	2010MNRAS.408..475H	B              	     ~	     ~	13.51 
2214	  10920.06	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2215	  20825.41	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2216	   1873.17	   100	2007ApJS..172..663S	B              	     ~	22.46 	17.91 
2217	   6825.70	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2218	   4678.51	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2219	  14318.29	   100	2007ApJS..172..663S	B              	     ~	     ~	13.21 
2220	  23533.12	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2221	  38129.87	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2222	   2799.95	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2223	  33877.99	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2224	  10173.99	   100	2007ApJS..172..663S	B              	12.71 	12.13 	     ~
2225	  14510.82	     0	2010MNRAS.408..475H	B              	11.96 	11.05 	     ~
2226	  29375.01	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2227	   3616.18	   100	2001A&A...373..159C	B              	 9.29 	 8.67 	 8.00 
2228	   9951.41	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2229	  12036.70	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2230	   7671.15	   100	2007ApJS..172..663S	B              	     ~	16.87 	14.30 
2231	  17703.80	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2232	  32277.39	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2233	  11341.08	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2234	  16758.91	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2235	  20089.28	     0	2010MNRAS.408..475H	B              	10.63 	10.08 	     ~
2236	  16713.42	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2237	  35477.80	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2238	   3117.76	   100	2007ApJS..172..663S	B              	16.96 	15.47 	13.24 
2239	   5882.61	     0	2011MNRAS.412.2071C	B              	     ~	     ~	     ~
2240	   6087.37	   100	2007ApJS..172..663S	B              	     ~	16.21 	13.48 
2241	  10448.14	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2242	  16229.61	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2243	  14171.81	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2244	  18782.65	     0	2010MNRAS.408..475H	B              	13.39 	11.89 	     ~
2245	   8749.96	   100	2007ApJS..172..663S	B              	     ~	     ~	13.50 
2246	   1159.92	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2247	  11673.38	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2248	  21460.56	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2249	   4936.81	   100	2007ApJS..172..663S	B              	11.71 	10.97 	10.12 
2250	  34304.45	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2251	   5283.54	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2252	  13207.39	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2253	   5673.21	   100	2007ApJS..172..663S	B              	15.8  	18.30 	15.40 
2254	   5242.39	   100	2007ApJS..172..663S	B              	     ~	19.61 	16.05 
2255	  19447.48	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2256	   7675.87	   100	2010MNRAS.408..475H	B              	     ~	     ~	11.29 
2257	  12697.13	     0	2010MNRAS.408..475H	B              	12.23 	11.46 	     ~
2258	  15017.02	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2259	  18236.78	     0	2010MNRAS.408..475H	B              	12.49 	11.86 	     ~
2260	  12058.55	   100	2007ApJS..172..663S	B              	     ~	     ~	15.60 
2261	  10401.56	     0	2010MNRAS.408..475H	B              	12.43 	10.49 	     ~
2262	   2473.73	   100	2007ApJS..172..663S	B              	     ~	     ~	16.20 
2263	  14547.98	     0	2010MNRAS.408..475H	B              	12.54 	11.80 	     ~
2264	  21986.74	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2265	   4418.53	   100	2007ApJS..172..663S	B              	     ~	17.12 	14.40 
2266	   1885.61	   100	2007ApJS..172..663S	B              	12.87 	11.93 	10.97 
2267	   1649.35	   100	2007ApJS..172..663S	B              	     ~	     ~	     ~
2268	  13510.78	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2269	  21537.66	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2270	   4764.78	   100	2007ApJS..172..663S	B              	     ~	     ~	17.63 
2271	   3291.27	   100	2010MNRAS.408..475H	B              	17.74 	16.26 	13.74 
2272	  26919.16	     0	2010MNRAS.408..475H	B              	12.45 	11.59 	     ~
2273	   3033.99	   100	2001A&A...373..159C	B              	10.18 	 9.56 	 8.82 
2274	  25818.97	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2275	   8883.38	   100	2007ApJS..172..663S	B              	15.4  	     ~	14.40 
2276	  10552.22	   100	2007ApJS..172..663S	B              	10.37 	 9.83 	 9.25 
2277	   6730.64	   100	2007ApJS..172..663S	B              	12.82 	11.62 	     ~
2278	   8876.66	   100	2007ApJS..172..663S	B              	13.48 	11.94 	     ~
2279	  12669.79	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2280	   2447.84	   100	2007ApJS..172..663S	B              	11.5  	10.6  	 9.79 
2281	   6720.20	   100	2007ApJS..172..663S	B              	10.55 	 9.93 	 9.26 
2282	   9079.01	   100	2007ApJS..172..663S	B              	12.61 	11.72 	     ~
2283	  25400.00	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2284	  12072.32	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2285	   3167.42	     0	2010MNRAS.408..475H	B              	14.5  	     ~	     ~
2286	  19564.97	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2287	  32090.06	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2288	   5849.52	   100	2007ApJS..172..663S	B              	     ~	17.30 	14.60 
2289	  28269.64	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2290	   5966.23	   100	2007ApJS..172..663S	B              	     ~	     ~	16.57 
2291	  13759.49	     0	2010MNRAS.408..475H	B              	11.17 	10.70 	     ~
2292	   3400.16	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2293	  31778.57	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2294	   5526.09	   100	2007ApJS..172..663S	B              	     ~	18.10 	15.00 
